taxon,dlc_id,hybrid,sex,name,current_resident,stud_book,dob,birth_month,estimated_dob,birth_type,birth_institution,litter_size,expected_gestation,estimated_concep,concep_month,dam_id,dam_name,dam_taxon,dam_dob,dam_age_at_concep_y,sire_id,sire_name,sire_taxon,sire_dob,sire_age_at_concep_y,dod,age_at_death_y,age_of_living_y,age_last_verified_y,age_max_live_or_dead_y,n_known_offspring,dob_estimated,weight_g,weight_date,month_of_weight,age_at_wt_d,age_at_wt_wk,age_at_wt_mo,age_at_wt_mo_no_dec,age_at_wt_y,change_since_prev_wt_g,days_since_prev_wt,avg_daily_wt_change_g,days_before_death,r_min_dam_age_at_concep_y,age_category,preg_status,expected_gestation_d,concep_date_if_preg,infant_dob_if_preg,days_before_inf_birth_if_preg,pct_preg_remain_if_preg,infant_lit_sz_if_preg
LCAT,6847,N,M,Chandler,N,2963,1999-07-23,7,NA,CB,St. Catherines Island/WCS (extinct Nov 2005),NA,138,1999-03-07,3,oi_894333,NA,NA,NA,NA,oi_UNK,NA,NA,NA,NA,NA,NA,NA,19.4,19.4,9,NA,2600,2005-02-15,2,2034,290.57,66.87,66,5.57,NA,NA,NA,NA,1.32,adult,NP,NA,NA,NA,NA,NA,NA
LCAT,6848,N,M,Cap N' Lee,N,2988,2000-03-25,3,NA,CB,St. Catherines Island/WCS (extinct Nov 2005),NA,138,1999-11-08,11,oi_944548,NA,NA,NA,NA,oi_914422,NA,NA,NA,NA,2011-10-07,11.54,NA,NA,11.54,NA,NA,2660,2005-02-15,2,1788,255.43,58.78,58,4.9,NA,NA,NA,2425,1.32,adult,NP,NA,NA,NA,NA,NA,NA
LCAT,6849,N,M,Fritz,Y,3143,2002-05-15,5,NA,CB,St. Catherines Island/WCS (extinct Nov 2005),NA,138,2001-12-28,12,oi_944553,NA,NA,NA,NA,oi_914422,NA,NA,NA,NA,NA,NA,16.74,NA,16.74,NA,NA,2025,2005-02-15,2,1007,143.86,33.11,33,2.76,NA,NA,NA,NA,1.32,adult,NP,NA,NA,NA,NA,NA,NA
LCAT,6854,N,F,Alena,Y,3328,2005-03-18,3,NA,CB,Duke Lemur Center,2,138,2004-10-31,10,6276,Dory,LCAT,1989-03-15,15.64,6440,Aracus,LCAT,1991-05-23,13.45,NA,NA,13.9,NA,13.9,NA,NA,67,2005-03-18,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6855,N,M,Alexander,N,3329,2005-03-18,3,NA,CB,Duke Lemur Center,2,138,2004-10-31,10,6276,Dory,LCAT,1989-03-15,15.64,6440,Aracus,LCAT,1991-05-23,13.45,NA,NA,NA,13.76,13.76,2,NA,59,2005-03-18,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6856,N,F,Justine,Y,3337,2005-03-22,3,NA,CB,Duke Lemur Center,1,138,2004-11-04,11,6761,Dorieus,LCAT,2000-03-17,4.64,6268,BRENNUS,LCAT,1989-03-08,15.67,NA,NA,13.89,NA,13.89,4,NA,109,2005-04-04,4,13,1.86,0.43,0,0.04,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6857,N,F,Lilah,Y,3341,2005-03-28,3,NA,CB,Duke Lemur Center,1,138,2004-11-10,11,6711,Sosiphanes,LCAT,1997-04-13,7.58,6440,Aracus,LCAT,1991-05-23,13.48,NA,NA,13.87,NA,13.87,NA,NA,83,2005-03-30,3,2,0.29,0.07,0,0.01,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6861,N,F,Persephone,Y,3346,2005-04-25,4,NA,CB,Duke Lemur Center,1,138,2004-12-08,12,5984,CLEIS,LCAT,1985-04-09,19.68,6440,Aracus,LCAT,1991-05-23,13.56,NA,NA,13.79,NA,13.79,NA,NA,78,2005-04-25,4,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6862,N,M,Tugger,N,1190,1983-05-16,5,NA,CB,Birmingham Zoo,NA,138,1982-12-29,12,oi_319,NA,NA,NA,NA,oi_904,NA,NA,NA,NA,2016-01-29,32.73,NA,NA,32.73,17,NA,2200,2005-06-10,6,8061,1151.57,265.02,265,22.08,NA,NA,NA,3885,1.32,adult,NP,NA,NA,NA,NA,NA,NA
LCAT,6863,N,F,Sprite,Y,3064,2001-03-17,3,NA,CB,Sedgwick County Zoo,NA,138,2000-10-30,10,oi_6091,NA,NA,NA,NA,oi_8734,NA,NA,NA,NA,NA,NA,17.9,NA,17.9,13,NA,3060,2005-06-10,6,1546,220.86,50.83,50,4.24,NA,NA,NA,NA,1.32,adult,NP,NA,NA,NA,NA,NA,NA
LCAT,6864,N,F,Sophia,Y,3350,2005-06-18,6,NA,CB,Duke Lemur Center,1,138,2005-01-31,1,6796,Artemesia,LCAT,2002-03-29,2.85,6268,BRENNUS,LCAT,1989-03-08,15.91,NA,NA,13.65,NA,13.65,5,NA,62,2005-06-20,6,2,0.29,0.07,0,0.01,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6865,N,F,Nike,N,3351,2005-06-22,6,NA,CB,Duke Lemur Center,1,138,2005-02-04,2,6709,APOLLONUS,LCAT,1997-04-11,7.82,6485,PHILOCLES,LCAT,1992-04-06,12.84,2007-06-16,1.98,NA,NA,1.98,NA,NA,69,2005-06-23,6,1,0.14,0.03,0,0,NA,NA,NA,723,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6876,N,F,Ginger,N,3408,2006-04-08,4,NA,CB,Duke Lemur Center,1,138,2005-11-21,11,6863,Sprite,LCAT,2001-03-17,4.68,6862,Tugger,LCAT,1983-05-16,22.53,NA,NA,NA,7.47,7.47,3,NA,74,2006-04-10,4,2,0.29,0.07,0,0.01,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6877,N,M,Herodotus,N,3409,2006-04-19,4,NA,CB,Duke Lemur Center,1,138,2005-12-02,12,6832,Nebuchadrezzer,LCAT,2004-03-26,1.69,6847,Chandler,LCAT,1999-07-23,6.37,NA,NA,NA,12.65,12.65,NA,NA,75,2006-04-20,4,1,0.14,0.03,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6878,N,F,Gongyla,N,3210,2006-04-22,4,NA,CB,Duke Lemur Center,1,138,2005-12-05,12,6796,Artemesia,LCAT,2002-03-29,3.69,6847,Chandler,LCAT,1999-07-23,6.38,NA,NA,NA,12.61,12.61,NA,NA,82,2006-04-26,4,4,0.57,0.13,0,0.01,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6879,N,F,Anaxo,N,3411,2006-05-19,5,NA,CB,Duke Lemur Center,2,138,2006-01-01,1,6761,Dorieus,LCAT,2000-03-17,5.8,6847,Chandler,LCAT,1999-07-23,6.45,2006-05-31,0.03,NA,NA,0.03,NA,NA,42,2006-05-19,5,0,0,0,0,0,NA,NA,NA,12,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6880,N,M,Cebes,N,3412,2006-05-19,5,NA,CB,Duke Lemur Center,2,138,2006-01-01,1,6761,Dorieus,LCAT,2000-03-17,5.8,6847,Chandler,LCAT,1999-07-23,6.45,NA,NA,NA,12.57,12.57,NA,NA,52,2006-05-19,5,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6886,N,F,Fanta,N,3444,2007-03-23,3,NA,CB,Duke Lemur Center,2,138,2006-11-05,11,6863,Sprite,LCAT,2001-03-17,5.64,6862,Tugger,LCAT,1983-05-16,23.49,NA,NA,NA,11.77,11.77,NA,NA,60,2007-03-23,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6887,N,F,Fresca,N,3445,2007-03-23,3,NA,CB,Duke Lemur Center,2,138,2006-11-05,11,6863,Sprite,LCAT,2001-03-17,5.64,6862,Tugger,LCAT,1983-05-16,23.49,NA,NA,NA,11.62,11.62,NA,NA,57,2007-03-23,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6892,N,F,Fern,N,3448,2007-04-25,4,NA,CB,Duke Lemur Center,1,138,2006-12-08,12,5984,CLEIS,LCAT,1985-04-09,21.68,6855,Alexander,LCAT,2005-03-18,1.73,NA,NA,NA,11.65,11.65,NA,NA,70,2007-04-25,4,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6893,N,F,Echo,N,3474,2007-04-29,4,NA,CB,Duke Lemur Center,1,138,2006-12-12,12,6711,Sosiphanes,LCAT,1997-04-13,9.67,6855,Alexander,LCAT,2005-03-18,1.74,2008-02-11,0.79,NA,NA,0.79,NA,NA,80,2007-04-30,4,1,0.14,0.03,0,0,NA,NA,NA,287,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6894,N,M,Agathon,N,3473,2007-05-30,5,NA,CB,Duke Lemur Center,1,138,2007-01-12,1,6229,Chloris,LCAT,1988-04-17,18.75,6143,NEMO,LCAT,1987-03-23,19.82,NA,NA,NA,11.44,11.44,NA,NA,37,2007-05-30,5,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6907,N,F,Maddie,Y,1261,2006-06-02,6,NA,CB,Potter Park Zoological Gardens,NA,127,2006-01-26,1,6686,PHILENA,EMON,1996-05-17,9.7,6425,ALEJANDRO,EMON,1991-04-15,14.79,NA,NA,12.69,NA,12.69,5,NA,1230,2008-04-21,4,689,98.43,22.65,22,1.89,NA,NA,NA,NA,1.76,young_adult,NP,NA,NA,NA,NA,NA,NA
LCAT,6909,N,F,Sierra Mist,Y,3617,2008-05-01,5,NA,CB,Duke Lemur Center,2,138,2007-12-15,12,6863,Sprite,LCAT,2001-03-17,6.75,6862,Tugger,LCAT,1983-05-16,24.6,NA,NA,10.78,NA,10.78,NA,NA,63,2008-05-01,5,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6910,N,F,Shasta,N,3618,2008-05-01,5,NA,CB,Duke Lemur Center,2,138,2007-12-15,12,6863,Sprite,LCAT,2001-03-17,6.75,6862,Tugger,LCAT,1983-05-16,24.6,NA,NA,NA,10.67,10.67,NA,NA,66,2008-05-01,5,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6936,N,F,Hibernia,Y,3619,2009-03-17,3,NA,CB,Duke Lemur Center,2,138,2008-10-30,10,6761,Dorieus,LCAT,2000-03-17,8.63,6847,Chandler,LCAT,1999-07-23,9.28,NA,NA,9.9,NA,9.9,2,NA,40,2009-03-17,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6937,N,M,Limerick,N,3620,2009-03-17,3,NA,CB,Duke Lemur Center,2,138,2008-10-30,10,6761,Dorieus,LCAT,2000-03-17,8.63,6847,Chandler,LCAT,1999-07-23,9.28,NA,NA,NA,9.74,9.74,NA,NA,47,2009-03-17,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6938,N,F,Sophia-A,N,3621,2009-03-21,3,NA,CB,Duke Lemur Center,1,138,2008-11-03,11,6864,Sophia,LCAT,2005-06-18,3.38,6847,Chandler,LCAT,1999-07-23,9.29,2009-04-10,0.05,NA,NA,0.05,NA,NA,64,2009-03-21,3,0,0,0,0,0,NA,NA,NA,20,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6953,N,M,Leto,N,3622,2009-07-08,7,NA,CB,Duke Lemur Center,2,138,2009-02-20,2,6229,Chloris,LCAT,1988-04-17,20.86,6862,Tugger,LCAT,1983-05-16,25.79,2009-08-12,0.1,NA,NA,0.1,NA,NA,37,2009-07-08,7,0,0,0,0,0,NA,NA,NA,35,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6954,N,M,Alastor,N,3623,2009-07-08,7,NA,CB,Duke Lemur Center,2,138,2009-02-20,2,6229,Chloris,LCAT,1988-04-17,20.86,6862,Tugger,LCAT,1983-05-16,25.79,NA,NA,NA,9.5,9.5,NA,NA,35,2009-07-08,7,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6955,N,M,Randy,Y,3377,2006-03-12,3,NA,CB,Saint Louis Zoological Park,NA,138,2005-10-25,10,oi_104234,NA,NA,NA,NA,oi_100955,NA,NA,NA,NA,NA,NA,12.92,NA,12.92,15,NA,2890,2009-07-16,7,1222,174.57,40.18,40,3.35,NA,NA,NA,NA,1.32,adult,NP,NA,NA,NA,NA,NA,NA
LCAT,6956,N,F,Shroeder,Y,2258,1992-03-22,3,NA,CB,Knoxville Zoological Gardens,NA,138,1991-11-05,11,oi_1262,NA,NA,NA,NA,oi_1178,NA,NA,NA,NA,NA,NA,26.9,NA,26.9,2,NA,2570,2009-07-17,7,6326,903.71,207.98,207,17.33,NA,NA,NA,NA,1.32,adult,NP,NA,NA,NA,NA,NA,NA
LCAT,6957,N,F,Liesl,Y,3624,2008-07-15,7,NA,CB,The Zoo at Chehaw,NA,138,2008-02-28,2,6956,Shroeder,LCAT,1992-03-22,15.95,oi_M04006,NA,NA,NA,NA,NA,NA,10.57,NA,10.57,7,NA,1560,2009-07-17,7,367,52.43,12.07,12,1.01,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6967,N,F,Capri Sun,N,3637,2010-03-20,3,NA,CB,Duke Lemur Center,2,138,2009-11-02,11,6863,Sprite,LCAT,2001-03-17,8.64,6955,Randy,LCAT,2006-03-12,3.65,NA,NA,NA,8.02,8.02,NA,NA,68,2010-03-22,3,2,0.29,0.07,0,0.01,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6968,N,F,Crystal Light,N,3638,2010-03-20,3,NA,CB,Duke Lemur Center,2,138,2009-11-02,11,6863,Sprite,LCAT,2001-03-17,8.64,6955,Randy,LCAT,2006-03-12,3.65,NA,NA,NA,8.02,8.02,NA,NA,65,2010-03-22,3,2,0.29,0.07,0,0.01,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6971,N,F,Edelweiss,N,3639,2010-03-25,3,NA,CB,Duke Lemur Center,1,138,2009-11-07,11,6957,Liesl,LCAT,2008-07-15,1.32,6440,Aracus,LCAT,1991-05-23,18.47,NA,NA,NA,8.78,8.78,NA,NA,70,2010-03-30,3,5,0.71,0.16,0,0.01,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6972,N,F,Carolina,Y,1267,2010-04-03,4,NA,CB,Duke Lemur Center,1,127,2009-11-27,11,6907,Maddie,EMON,2006-06-02,3.49,6390,Pedro,EMON,1990-06-17,19.46,NA,NA,8.85,NA,8.85,5,NA,58,2010-04-04,4,1,0.14,0.03,0,0,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6973,N,M,Schweppes,N,3640,2010-04-26,4,NA,CB,Duke Lemur Center,1,138,2009-12-09,12,6876,Ginger,LCAT,2006-04-08,3.67,6955,Randy,LCAT,2006-03-12,3.75,NA,NA,NA,8.69,8.69,NA,NA,71,2010-04-26,4,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6974,N,M,Johan,N,3711,2010-05-03,5,NA,CB,Duke Lemur Center,1,138,2009-12-16,12,6956,Shroeder,LCAT,1992-03-22,17.75,6440,Aracus,LCAT,1991-05-23,18.58,NA,NA,NA,8.67,8.67,NA,NA,73,2010-05-03,5,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6988,N,F,Sobe,N,3731,2011-03-13,3,NA,CB,Duke Lemur Center,2,138,2010-10-26,10,6863,Sprite,LCAT,2001-03-17,9.62,6955,Randy,LCAT,2006-03-12,4.63,NA,NA,NA,7.82,7.82,NA,NA,64,2011-03-13,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6989,N,F,Sarsaparilla,N,3732,2011-03-13,3,NA,CB,Duke Lemur Center,2,138,2010-10-26,10,6863,Sprite,LCAT,2001-03-17,9.62,6955,Randy,LCAT,2006-03-12,4.63,NA,NA,NA,7.82,7.82,NA,NA,64,2011-03-13,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6990,N,F,Canada Dry,N,3733,2011-03-26,3,NA,CB,Duke Lemur Center,1,138,2010-11-08,11,6876,Ginger,LCAT,2006-04-08,4.59,6955,Randy,LCAT,2006-03-12,4.66,NA,NA,NA,2.5,2.5,NA,NA,74,2011-03-27,3,1,0.14,0.03,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,6991,N,F,Olivia,N,1268,2011-04-11,4,NA,CB,Duke Lemur Center,1,127,2010-12-05,12,6263,Moheli,EMON,1987-05-13,23.58,6676,Felipe,EMON,1996-04-22,14.63,NA,NA,NA,7.66,7.66,NA,NA,77,2011-04-11,4,0,0,0,0,0,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6996,N,F,Brigitta,Y,3766,2011-05-16,5,NA,CB,Duke Lemur Center,2,138,2010-12-29,12,6957,Liesl,LCAT,2008-07-15,2.46,6440,Aracus,LCAT,1991-05-23,19.62,NA,NA,7.73,NA,7.73,NA,NA,68,2011-05-16,5,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,6997,N,M,Rolfe,N,3767,2011-05-16,5,NA,CB,Duke Lemur Center,2,138,2010-12-29,12,6957,Liesl,LCAT,2008-07-15,2.46,6440,Aracus,LCAT,1991-05-23,19.62,NA,NA,NA,7.64,7.64,NA,NA,73,2011-05-16,5,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7084,N,M,Jones,Y,3825,2012-03-17,3,NA,CB,Duke Lemur Center,2,138,2011-10-31,10,6863,Sprite,LCAT,2001-03-17,10.63,6955,Randy,LCAT,2006-03-12,5.64,NA,NA,6.9,NA,6.9,NA,NA,64,2012-03-17,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7085,N,F,Izze,N,3826,2012-03-17,3,NA,CB,Duke Lemur Center,2,138,2011-10-31,10,6863,Sprite,LCAT,2001-03-17,10.63,6955,Randy,LCAT,2006-03-12,5.64,NA,NA,NA,6.58,6.58,NA,NA,63,2012-03-17,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7086,N,M,Stewart,Y,3862,2012-03-30,3,NA,CB,Duke Lemur Center,1,138,2011-11-13,11,6876,Ginger,LCAT,2006-04-08,5.6,6955,Randy,LCAT,2006-03-12,5.68,NA,NA,6.86,NA,6.86,NA,NA,83,2012-03-30,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7087,N,F,Gretl,Y,3863,2012-04-09,4,NA,CB,Duke Lemur Center,1,138,2011-11-23,11,6957,Liesl,LCAT,2008-07-15,3.36,6440,Aracus,LCAT,1991-05-23,20.52,NA,NA,6.83,NA,6.83,NA,NA,85,2012-04-09,4,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,7088,N,M,Ernesto,N,1276,2012-04-09,4,NA,CB,Duke Lemur Center,1,127,2011-12-04,12,6907,Maddie,EMON,2006-06-02,5.51,6717,Paco,EMON,1997-06-26,14.45,NA,NA,NA,6.74,6.74,NA,NA,59,2012-04-09,4,0,0,0,0,0,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7100,N,F,Justine-A,N,NA,2012-06-20,6,NA,CB,Duke Lemur Center,2,138,2012-02-03,2,6856,Justine,LCAT,2005-03-22,6.87,6862,Tugger,LCAT,1983-05-16,28.74,2012-06-21,0,NA,NA,0,NA,NA,45,2012-06-20,6,0,0,0,0,0,NA,NA,NA,1,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7138,N,F,Dorieus-F,N,NA,2013-03-23,3,NA,CB,Duke Lemur Center,2,138,2012-11-05,11,6761,Dorieus,LCAT,2000-03-17,12.65,6862,Tugger,LCAT,1983-05-16,29.5,2013-04-15,0.06,NA,NA,0.06,NA,NA,43,2013-03-23,3,0,0,0,0,0,NA,NA,NA,23,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7139,N,M,Nikos,Y,3868,2013-03-23,3,NA,CB,Duke Lemur Center,2,138,2012-11-05,11,6761,Dorieus,LCAT,2000-03-17,12.65,6862,Tugger,LCAT,1983-05-16,29.5,NA,NA,5.88,NA,5.88,NA,NA,49,2013-03-23,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7142,N,F,Penelope,N,3869,2013-03-28,3,NA,CB,Duke Lemur Center,2,138,2012-11-10,11,6856,Justine,LCAT,2005-03-22,7.64,6862,Tugger,LCAT,1983-05-16,29.51,2014-05-24,1.16,NA,NA,1.16,NA,NA,55,2013-03-29,3,1,0.14,0.03,0,0,NA,NA,NA,421,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7143,N,M,Onyx,Y,3870,2013-03-28,3,NA,CB,Duke Lemur Center,2,138,2012-11-10,11,6856,Justine,LCAT,2005-03-22,7.64,6862,Tugger,LCAT,1983-05-16,29.51,NA,NA,5.87,NA,5.87,NA,NA,54,2013-03-29,3,1,0.14,0.03,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7144,N,F,Kalliope,N,3871,2013-03-29,3,NA,CB,Duke Lemur Center,2,138,2012-11-11,11,6936,Hibernia,LCAT,2009-03-17,3.66,6862,Tugger,LCAT,1983-05-16,29.51,2014-05-24,1.15,NA,NA,1.15,NA,NA,62,2013-03-29,3,0,0,0,0,0,NA,NA,NA,421,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7145,N,M,Hibernia-A,N,NA,2013-03-29,3,NA,CB,Duke Lemur Center,2,138,2012-11-11,11,6936,Hibernia,LCAT,2009-03-17,3.66,6862,Tugger,LCAT,1983-05-16,29.51,2013-04-19,0.06,NA,NA,0.06,NA,NA,62,2013-03-29,3,0,0,0,0,0,NA,NA,NA,21,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,7148,N,M,Carolina-A,N,1278,2013-04-11,4,NA,CB,Duke Lemur Center,1,127,2012-12-05,12,6972,Carolina,EMON,2010-04-03,2.68,6717,Paco,EMON,1997-06-26,15.45,2013-04-14,0.01,NA,NA,0.01,NA,NA,50,2013-04-12,4,1,0.14,0.03,0,0,NA,NA,NA,2,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,7158,N,M,Duggan,Y,1263,2008-03-28,3,NA,CB,Busch Gardens Tampa Bay,NA,127,2007-11-22,11,oi_63645,NA,NA,NA,NA,oi_63644,NA,NA,NA,NA,NA,NA,10.87,NA,10.87,4,NA,1480,2013-06-05,6,1895,270.71,62.3,62,5.19,NA,NA,NA,NA,1.76,adult,NP,NA,NA,NA,NA,NA,NA
LCAT,7176,N,F,LuLu,Y,3990,2014-03-19,3,NA,CB,Duke Lemur Center,2,138,2013-11-01,11,6863,Sprite,LCAT,2001-03-17,12.64,6955,Randy,LCAT,2006-03-12,7.65,NA,NA,4.89,NA,4.89,NA,NA,55,2014-03-19,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7177,N,F,Willow,N,3991,2014-03-19,3,NA,CB,Duke Lemur Center,2,138,2013-11-01,11,6863,Sprite,LCAT,2001-03-17,12.64,6955,Randy,LCAT,2006-03-12,7.65,NA,NA,NA,4.57,4.57,NA,NA,64,2014-03-19,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,7181,N,M,Oscar,Y,1282,2014-04-12,4,NA,CB,Duke Lemur Center,1,127,2013-12-06,12,6972,Carolina,EMON,2010-04-03,3.68,7158,Duggan,EMON,2008-03-28,5.7,NA,NA,4.82,NA,4.82,NA,NA,63,2014-04-14,4,2,0.29,0.07,0,0.01,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,7182,N,M,Mico,Y,1283,2014-05-03,5,NA,CB,Duke Lemur Center,1,127,2013-12-27,12,6907,Maddie,EMON,2006-06-02,7.58,6717,Paco,EMON,1997-06-26,16.52,NA,NA,4.77,NA,4.77,NA,NA,63,2014-05-03,5,0,0,0,0,0,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7205,N,M,Liesl-A,N,NA,2015-03-19,3,NA,CB,Duke Lemur Center,1,138,2014-11-01,11,6957,Liesl,LCAT,2008-07-15,6.3,6440,Aracus,LCAT,1991-05-23,23.46,2015-03-21,0.01,NA,NA,0.01,NA,NA,101,2015-03-20,3,1,0.14,0.03,0,0,NA,NA,NA,1,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,7208,N,M,Ignacio,Y,1290,2015-04-11,4,NA,CB,Duke Lemur Center,1,127,2014-12-05,12,6907,Maddie,EMON,2006-06-02,8.52,6717,Paco,EMON,1997-06-26,17.45,NA,NA,3.83,NA,3.83,NA,NA,66,2015-04-11,4,0,0,0,0,0,NA,NA,NA,NA,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7209,N,F,Princess Julien I,Y,4083,2015-05-04,5,NA,CB,Duke Lemur Center,2,138,2014-12-17,12,6864,Sophia,LCAT,2005-06-18,9.5,6955,Randy,LCAT,2006-03-12,8.77,NA,NA,3.76,NA,3.76,NA,NA,48,2015-05-05,5,1,0.14,0.03,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7210,N,F,Thea,Y,4084,2015-05-04,5,NA,CB,Duke Lemur Center,2,138,2014-12-17,12,6864,Sophia,LCAT,2005-06-18,9.5,6955,Randy,LCAT,2006-03-12,8.77,NA,NA,3.76,NA,3.76,NA,NA,58,2015-05-05,5,1,0.14,0.03,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
EMON,7216,N,F,Carolina-B,N,1292,2015-06-02,6,NA,CB,Duke Lemur Center,1,127,2015-01-26,1,6972,Carolina,EMON,2010-04-03,4.82,7158,Duggan,EMON,2008-03-28,6.84,2015-06-02,0,NA,NA,0,NA,NA,53,2015-06-02,6,0,0,0,0,0,NA,NA,NA,0,1.76,IJ,NP,NA,NA,NA,NA,NA,NA
LCAT,7239,N,F,Hedwig,Y,4089,2016-03-28,3,NA,CB,Duke Lemur Center,2,138,2015-11-11,11,6957,Liesl,LCAT,2008-07-15,7.33,6440,Aracus,LCAT,1991-05-23,24.49,NA,NA,2.86,NA,2.86,NA,NA,70,2016-03-28,3,0,0,0,0,0,NA,NA,NA,NA,1.32,IJ,NP,NA,NA,NA,NA,NA,NA
