title,author,date,abstract,column,url
Thoughts on changing the world,Pilar González Kelly,2022-11-10,"Solutions for real change take sacrifice, reorganization of priorities and hierarchies, and rethinking of our current institutions. And the next global leaders need to have the skills to garner support for these kinds of reforms and set them in motion. We will need to be bold, but not in the way Duke imagines.",Campus Voices,https://www.dukechronicle.com/article/2022/11/111022-kelly-certificates-change-world
"Let’s throw our garbage in the trash, not our morals",Linda Cao,2022-11-10, I’m ignorantly unaware that I just made someone else’s life a little harder. ,Campus Voices,https://www.dukechronicle.com/article/2022/11/11-09-22-cao-throw-garbage-in-trash-not-morals
The changing of Duke's guard,Nathan Luzum,2022-11-10,"Duke is a constant. But just like the students who grace its paths for a few short years before moving on, administrators also make a graceful—or occasionally ungraceful—exit when their time is done.",Campus Voices,https://www.dukechronicle.com/article/2022/11/110922-luzum-the-changing-of-dukes-guard
Speak up: striving for gender equity in the classroom,Advikaa Anand,2022-11-10,I have been warned to choose between being loud and assertive or being a woman. ,Campus Voices,https://www.dukechronicle.com/article/2022/11/111022-anand-gender-equity-in-the-classroom
Gunsmoke: the breath of the underclass,Abdel Shehata,2022-11-08, I am a product of the framing of the gunsmoke by people in power. ,Campus Voices,https://www.dukechronicle.com/article/2022/11/11-08-22-shehata-gunsmoke-breath-of-underclass
Classical music matters at Duke,Sophie Ju,2022-11-08,"Even though classical music, to some extent, seems to be dying publicly in the modern world, it still pulsates with life and remains capable of changing lives. We shouldn’t be embarrassed to embrace this belief.",Campus Voices,https://www.dukechronicle.com/article/2022/11/110722-ju-classical-music-matters
"You're On Your Own, Kid (3am Edition)",Spencer Chang,2022-11-06,"So don’t strive for perfection, strive for mistakes, and strive to let that inner kid know how proud they are of you, because they know all the trauma and pain you’ve suffered, and how every mistake has brought you closer to what you could be.",Campus Voices,https://www.dukechronicle.com/article/2022/11/110522-chang-on-your-own
Towards a better disability discourse at Duke,Billy Cao,2022-11-04,"It is not my responsibility to identify accessibility issues, the thinking goes, because unlike disabled students I am independent, capable, and ultimately complete— illusions that we so desperately cling to within the culture of thriving and overachieving.",Campus Voices,https://www.dukechronicle.com/article/2022/11/110422-cao-better-disability-discourse
"Oh, and it was all yellow",Valerie Tan,2022-11-02,"Sophomore year is a strange, awkward and uncomfortable phase to be in, one in which the rhythm of college I settled into as a freshman has been plunged into utter chaos.",Campus Voices,https://www.dukechronicle.com/article/2022/11/110222-tan
Tim Moore versus our voting rights,Luka Thornton and Woodrow Barlow,2022-11-02,"Please, research the court candidates. Vote for the people who want to safekeep all votes.",Opinion,https://www.dukechronicle.com/article/2022/11/110222-barlow-thornton-nc-election-tim-moore
The perpetual exhaustion of women in tech,Heidi Smith,2022-11-01,It shouldn’t feel played out to say things aren’t great for women in technology. The normalization of an issue itself doesn’t solve any problems.,Campus Voices,https://www.dukechronicle.com/article/2022/11/11012022-smith-women-in-tech
Don’t overlook undocumented students this election cycle,Pilar González Kelly,2022-10-31,"There’s nothing worse than hearing “just vote!” after confronting how little progress Congress has made with issues like immigration and gun violence. But voting is, at the very least, a form of harm reduction.",Campus Voices,https://www.dukechronicle.com/article/2022/10/103122-kelly-daca-elections
Three life lessons from the unknown black bards ,Luke A. Powery,2022-10-31,"I urge you to listen to these unknown bards because in hearing them, you are hearing the wisdom of the Holy.",Campus Voices,https://www.dukechronicle.com/article/2022/10/103122-powery-johnson-black-bards
"If we want to be happy, we need to make a lot of mice really sad",Nik Narain,2022-10-29,"The reality is, if we want to study mental illness, we have to make something mentally ill.",Campus Voices,https://www.dukechronicle.com/article/2022/10/102922-narain-mice-in-psychology-research
Being a beginner at Duke,Sonia Green,2022-10-29,"Competing against students that attended private schools, come from wealthy backgrounds, have had increased access to opportunities or just possess plain talent means that the average student with nothing but a passion to learn will never be enough. ",Campus Voices,https://www.dukechronicle.com/article/2022/10/102822-green
"When being ""informed"" is not enough",James Gao,2022-10-28,"If your values are at stake on November 8th, what will you do to stand up for them?",Campus Voices,https://www.dukechronicle.com/article/2022/10/102822-gao-when-being-informed-is-not-enough
American exceptionalism: an excuse for American inhumanity,Advikaa Anand,2022-10-28,"Such hypocrisy is indicative of the problematic nature of American exceptionalism—the belief that America, with its foundations rooted in democracy and freedom, occupies a unique mantle in modern history and thus assumes the responsibility to play a distinctive role on the world stage.",Campus Voices,https://www.dukechronicle.com/article/2022/10/102822-anand-american-exceptionalism-an-excuse-for-american-inhumanity
Mediocrity is a ten-letter word for failure,Linda Cao,2022-10-26,I would rather be unknowing than know failure.,Campus Voices,https://www.dukechronicle.com/article/2022/10/102622-cao-mediocrity-word-for-failure
Let's roll beyond Shoots,Chloe Decker,2022-10-26,"As students attending a university with a privileged position in the local economy and politics, what responsibility falls on us to work towards reparations and dispelling the long-held trope of the ignorant, uncaring Duke student?",Campus Voices,https://www.dukechronicle.com/article/2022/10/102622-decker-roll-beyond-shoots
Reclaiming gendered medical categories,Billy Cao,2022-10-21,We can start by considering whether the term “borderline” has any sociocultural basis beyond a pejorative. ,Campus Voices,https://www.dukechronicle.com/article/2022/10/102022-cao-hysteria-bpd
"I got cut from every SLG I rushed, and I’m not okay. ",Viktoria Wulff-Andersen,2022-10-20,"This is not a rational article, and processing social rejection often lacks rhyme or reason.",Campus Voices,https://www.dukechronicle.com/article/2022/10/101922-wulff-andersen-rush
The slippery slope of contemporary teaching philosophies,Heidi Smith,2022-10-19,"The courses at Duke that have stood the test of time have pushed me to synthesize the material to some further intellectual point, not just slog through the numerous superficial assignments for completion.",Campus Voices,https://www.dukechronicle.com/article/2022/10/10032022-smith-contemporary-teaching
Extroverted Ruminations,Laura Boyle,2022-10-17,"I’m scared that I am stuck on the same scratch of a record, that time keeps marching forward without me, tracing endless and expanding circles in my wake, that one day I’ll wake up and wonder when I was supposed to do all those things they say life is really about—the heartache and the love and the mistakes and the fun. ",Campus Voices,https://www.dukechronicle.com/article/2022/10/101622-boyle-extroverted-ruminations
Passing on,Luke A. Powery,2022-10-17,"When we hear the phrase “passing on,” we may think of someone’s death...But there is another way of thinking of it. It has to do with life, learning, and legacy.",Campus Voices,https://www.dukechronicle.com/article/2022/10/101722-powery-passing-on
Duke loves watching bad bitch monkeys,Nik Narain,2022-10-17,"Why spend decades watching and rewatching these animals from a safe distance, highlighting every moment of madness or violence or tension like a quadrupedal reality show? To me, it all boils down to our own human, selfish need for individual discovery.",Campus Voices,https://www.dukechronicle.com/article/2022/10/101722-narain-duke-loves-watching-bad-bitch-monkeys
"The ""ideal"" Duke experience",Valerie Tan,2022-10-13,"I was ashamed of not making full use of the plethora of resources available, and worried that my decision to sit out on many “core” experiences was diminishing the value and authenticity of my college experience—that it made me less of a Duke student.",Campus Voices,https://www.dukechronicle.com/article/2022/10/10122022-tan-ideal-duke-experience
Embracing the Mississippian parts of ourselves,Advikaa Anand,2022-10-13,"""Well, you don't seem like you're from Mississippi.""",Campus Voices,https://www.dukechronicle.com/article/2022/10/101322-anand-embracing-the-mississippi-part-of-ourselves
It’s time to unmask the bus mask mandate,Sean Keating,2022-10-13,"Perhaps it is time to stop caring about optics, and start allowing your poor students to sip their Diet Dr. Peppers.",Opinion,https://www.dukechronicle.com/article/2022/10/101322-keating-bus-mask-mandate
Response to Duke Climate Commitment,Elizabeth Albright,2022-10-12,"Duke University will be judged by current and future generations in the ways we decide to implement concrete, measurable, and forward thinking goals to ensure that our actions are as bold as our words.",Opinion,https://www.dukechronicle.com/article/2022/10/101222-albright-climate-commitment-response
Sexual assault: the harmful dichotomy between prevention and intervention,Billy Cao,2022-10-07,"It saddens me to see that, although new administrators have come to Duke with new sets of promises, they have reverted to the same words, defenses, and strategies against recurrent student grievances.",Campus Voices,https://www.dukechronicle.com/article/2022/10/100722-cao-prevention-and-intervention-of-sexual-assault
PSA Statement on Iran,Persian Students Association,2022-10-07,"Iranian women are not victims, they will emerge victors over a repressive regime.",Opinion,https://www.dukechronicle.com/article/2022/10/100722-psa
How to Draw a Line,Ayesham Khan,2022-10-06,I mean in the more emotional sense: how to draw. Like how to think. How to clear a mind. How to excavate it for memory.,Campus Voices,https://www.dukechronicle.com/article/2022/10/100622-khan-draw-line
I can’t menstruate. Here’s how the overturning of Roe v. Wade affects me.,Viktoria Wulff-Andersen,2022-10-06,"No one at Duke should be made to feel less like a woman because of their menstrual capabilities—not me, not a roommate, not a teacher, not a peer.",Campus Voices,https://www.dukechronicle.com/article/2022/10/100622-wulff-andersen-menstruation
Unwritten rules for catching up with friends,Nathan Luzum,2022-10-05,"If the glint of the sun catches your dining partner’s eyes just right, it might just illuminate their intrinsic hopefulness and goodwill, revealing them as a bastion of radiance in a world of iniquity.",Campus Voices,https://www.dukechronicle.com/article/2022/10/100522-luzum-unwritten-rules
What's a criminal?,Sonia Green,2022-10-05,The Duke community must make sure that the burden of reassuring others doesn’t fall on Black Duke.,Campus Voices,https://www.dukechronicle.com/article/2022/10/100522-green-whats-a-criminal
On old friends,Laura Boyle,2022-10-05,"But, at college, we come to know that the value of a friend is found not in their proximity, but rather, in what happens in the gaps between.",Campus Voices,https://www.dukechronicle.com/article/2022/10/100522-boyle-on-old-friends
Abolish fall break,Heidi Smith,2022-10-04,"Inherently, fall break isn't a horrible idea, but in practice it falls rather short.",Campus Voices,https://www.dukechronicle.com/article/2022/10/10032022-smith-abolish-fall-break
Linguistics student accidentally rediscovers eldritch language,Monday Monday,2022-10-03,"I peeked into rooms that seemed, at least at a glance, impossible: a study space so large I couldn’t see the other end, a classroom with all the desks on the ceiling, and an affordable campus dining option.",Campus Voices,https://www.dukechronicle.com/article/2022/10/180922-mondaymonday-eldritch-language
A statement from GPSG’s Director of Environment and Sustainability regarding Duke’s Climate Commitment,Michelle Carter,2022-10-03,I call for the administrators at Duke University to actively release their plans and updates for the implementation of climate and environmental concepts.,Letters to the Editor,https://www.dukechronicle.com/article/2022/10/100322-carter-gpsg-duke-climate-commitment
"""People are not crimes.""",Luke A. Powery,2022-10-03,He recognizes that we human beings are not just broken; we are beautiful and gifted as well.,Campus Voices,https://www.dukechronicle.com/article/2022/10/100322-powery-people-are-not-crimes
A statement on behalf of the Duke Climate Coalition regarding the September 29th Climate Commitment announcement,Duke Climate Coalition,2022-10-01,"Until Duke pledges to total [fossil fuel] divestment, the Climate Commitment will remain a statement of utter hypocrisy.",Opinion,https://www.dukechronicle.com/article/2022/10/100122-duke-climate-coalition-climate-commitment-divestment
Editor's note: Explaining the retraction of an article from The Chronicle's website Friday afternoon,Milla Surjadi,2022-09-30,"On Wednesday, an article was published in the Recess section describing a writer’s experience at the Alec Benjamin concert at the Ritz in Raleigh. ",Opinion,https://www.dukechronicle.com/article/2022/09/duke-chronicle-retraction-editors-note
"Like lead-filled piñatas: the story of the Frangible Bullet Project, Duke’s largest military-funded research endeavor",Nik Narain,2022-09-30,"Sure, killing is an inevitable part of battle, but perhaps one could argue that, at least for the last year of the war, the American execution of every, well, enemy execution, can be inextricably traced to the Duke name.",Campus Voices,https://www.dukechronicle.com/article/2022/09/093022-narain-frangible-bullet-project
Beyond the yellow wallpaper: A look into gendered medical gaslighting,Advikaa Anand,2022-09-29,"Their exhibitions of hysteria represented an attempt to seize masculine power, and it was the doctor’s job to return them to their natural feminine state---keeping them captive in their sickness. ",Campus Voices,https://www.dukechronicle.com/article/2022/09/092922-anand-beyond-the-yellow-wallpaper-medical-gaslighting
"Stop infantilizing us, Duke!",Miranda Straubel,2022-09-29,"Despite being an elite university, Duke sure knows how to treat its students like children. ",Campus Voices,https://www.dukechronicle.com/article/2022/09/092922-straubel-duke-stop-infantilizing-us
Yesterday’s fear-mongering DukeAlert is indicative of the University’s failed attempts to address racial inequity,Tashia Ethridge,2022-09-28,Yesterday's DukeAlert is something that should weigh heavily on the minds of the Duke community.,Letters to the Editor,https://www.dukechronicle.com/article/2022/09/092822-ethridge-dukealert-racial-inequity
Humans stuck in Duke's institutional workshop,Abdel Shehata,2022-09-28,"The institutional system is designed to be as inefficient as possible in dealing with human concerns... In other words, the bureaucratic maze is not a fault of the system but the system itself. ",Campus Voices,https://www.dukechronicle.com/article/2022/09/092822-shehata-stuck-in-insitutional-workshop
You didn't understand the assignment,Linda Cao,2022-09-28,"But if you measure the value of school based on the number of facts you can whip out of your pocket, then I suppose you really didn’t understand the assignment. ",Campus Voices,https://www.dukechronicle.com/article/2022/09/092822-cao-you-didnt-understand-assignment
Duke is on the wrong side of labor union history. Here’s its chance to get it right,Pilar González Kelly,2022-09-27,I urge the university to voluntarily recognize DGSU and thus signal a new age in labor relations. Duke has the power to symbolically depart from its part in the story of worker oppression– the beginning of which starts on the same plot of land that graduate students plant their table today. ,Campus Voices,https://www.dukechronicle.com/article/2022/09/092722-kelly-union-history
Reflections on Latinx Heritage Month,Anthony Salgado,2022-09-27,"At an institution like Duke, finding people like you can be hard but you are making a generational path for others by doing so. Your future descendants are thanking you right now, so seize your opportunities and make them proud.",Campus Voices,https://www.dukechronicle.com/article/2022/09/09272022-salgado-lhm
A tribute to Queen Elizabeth II,Sophie Ju,2022-09-26,"To many countries, she not only represented the companion of time and space, but also the spiritual bond—an embodiment of history, tradition and values. ",Campus Voices,https://www.dukechronicle.com/article/2022/09/092622-ju-queen-elizabeth
"Shana Tova! – Sincerely, Duke University",Dena Levin,2022-09-25,"809 is the number of Jewish students who are forced to make the choice: go to class, or go to synagogue.",Campus Voices,https://www.dukechronicle.com/article/2022/09/092422-levin-duke-jewish-students-holiday-break
Pessimism is easy,Ooha Reddy,2022-09-24,"It felt selfish at points to put myself out there and advocate for an issue that felt like it only concerned me, but the people around me assured me that my own cause is still worth fighting for.",Campus Voices,https://www.dukechronicle.com/article/2022/09/092322-reddy-pessimism-is-easy
How Duke is failing sexual assault victims,Billy Cao,2022-09-23,"The Duke Today article is a quintessential example of the institution’s infantilization of students, antagonism towards advocates, dismissal of constructive criticism, and to be frank, perpetuation of patriarchal defenses. ",Campus Voices,https://www.dukechronicle.com/article/2022/09/092322-cao-duke-mistreats-sexual-assault-victims
​​Why is GroupMe so terrible? The Windows XP of online communication,James Gao,2022-09-23,Our campus – and all campuses – should have ways of connecting with others that are actually pleasant to use.,Campus Voices,https://www.dukechronicle.com/article/2022/09/092322-gao-groupme
Who's expected to mourn the queen?,Sydney Brown,2022-09-23,Who's allowed to mourn the queen? How are they allowed to do so?,Campus Voices,https://www.dukechronicle.com/article/2022/09/092322-brown-mourning-queen-empire
Do nothing.,Spencer Chang,2022-09-23,Do nothing.,Campus Voices,https://www.dukechronicle.com/article/2022/09/092322-chang-do-nothing
All-time empathy is toxic,Chi Nghiem,2022-09-22,Empathy is now not the pure act of altruism or cherishing but the norms that dictate one’s tie to a group or a person.,Campus Voices,https://www.dukechronicle.com/article/2022/09/092222-nghiem-empathy
Duke doesn’t want me. Neither does my home.,Viktoria Wulff-Andersen,2022-09-22,The thing about being constantly forced to confront your lack of a permanent residence is that you’re also forced to reconcile with the fact that you’re not as important to the trajectory of others as you might think. Life goes on regardless of if you’re there or not.,Campus Voices,https://www.dukechronicle.com/article/2022/09/092222-wulff-andersen-home
What's so special about peanuts?,Sonia Green,2022-09-22,"If Duke truly wants to be allergen-friendly, we should at least recognize more allergens than just peanuts and tree nuts.",Campus Voices,https://www.dukechronicle.com/article/2022/09/092222-green-peanuts
Vote in North Carolina. Pretty please.,Chloe Decker,2022-09-21,"As one of only several North Carolina universities where the majority of the student body does not originate from within the state, Duke holds a unique position to contribute thousands of young, diverse voters to the electorate.",Campus Voices,https://www.dukechronicle.com/article/2022/09/092122-decker-vote-in-north-carolina-please
Straddling the fence,Valerie Tan,2022-09-21,"I quietly clung onto the selfish hope that everything could be frozen in time so that leaving could be as simple as hitting pause and returning, as effortless as picking up from where I left off.",Campus Voices,https://www.dukechronicle.com/article/2022/09/092122-tan-straddling-the-fence
It's okay to change your mind,Heidi Smith,2022-09-20,"I’ve come to the opinion that most things socially—obviously done in moderation and safely—can be a healthy break from the rigors and stresses of being a college student. This is almost embarrassingly banal, but it’s taken me a long time to get to this point.",Campus Voices,https://www.dukechronicle.com/article/2022/09/09202022-smith-changing-mind
Economics majors hold emergency council to address food point inflation,Monday Monday,2022-09-19,“What if we made mobile orders into NFTs?”,Campus Voices,https://www.dukechronicle.com/article/2022/09/180922-mondaymonday-econ-major-council
Changing your mind,Luke A. Powery,2022-09-19,Learning can be an expansion or deconstruction or construction or a deepening or an enlightening—and all of this is change.,Campus Voices,https://www.dukechronicle.com/article/2022/09/091922-powery-learning-change
This saga ends here,Ooha Reddy,2022-09-16,Wednesday’s webinar droned on about the administration’s mission to create a “less fragmented community” and return students to their “home institution.” But DKU stopped being my home institution a while ago.,Campus Voices,https://www.dukechronicle.com/article/2022/09/091622-reddy-this-saga-ends-here-dku
The “find your passion” narrative is a scam,Michelle Ling,2022-09-16,"Having a passion is not a requirement to be a valuable and interesting person, and we are not meant to be packaged and labeled into something that other people can decide the worth of. ",Campus Voices,https://www.dukechronicle.com/article/2022/09/091622-ling-finding-your-passion-is-a-scam
"North Carolina politics: past, present, and future",Miranda Straubel,2022-09-15," I have faith that one day our state will be able to take decisive action on climate change, taking advantage of natural resources to eliminate fossil fuels. We will eventually have the nation’s best public schools and safest communities. One day we will become the progressive beacon we once were, uplifting every community.",Campus Voices,https://www.dukechronicle.com/article/2022/09/091522-straubel-nc-politics-past-present-future
Quarantine qualms: a reflection on contracting COVID-19 at the tail end of the pandemic,Advikaa Anand,2022-09-15,"I had contracted the virus when it no longer dominated media headlines, creating distance between its harrowing physical impacts and other people’s perceptions. Nor did Duke provide the same wealth of resources for those quarantined as it did earlier in the pandemic.",Campus Voices,https://www.dukechronicle.com/article/2022/09/091522-anand-quarantine-qualms
Stop disrespecting our bus drivers,Sonia Green,2022-09-15,"Not only does yelling show an utter lack of respect, it’s also pointless and promotes the stereotype of the “entitled Duke student.”",Campus Voices,https://www.dukechronicle.com/article/2022/09/091522-green-bus-drivers
A Panda in a desert of bureaucracy,Abdel Shehata,2022-09-14,"It is easy to counteract the increase in dining prices through an increase in dining financial aid, subsidizing healthier food options on campus, and expanding the food point system to 9th Street restaurants. However, all those suggestions do is treat a symptom not the disease itself: the bureaucratic and non transparent nature of the Duke administration. ",Campus Voices,https://www.dukechronicle.com/article/2022/09/091422-shehata-panda-in-desert-bureaucracy
I'm okay with you being dead,Linda Cao,2022-09-14,"The idea of living with ambivalent feelings, a place without closure, is peculiarly uncomfortable.",Campus Voices,https://www.dukechronicle.com/article/2022/09/091422-cao-okay-with-you-being-dead
